TEAM," NAME"," EXPERIENCE"," URL"," POSITION"," AGE"," HT"," WT"," COLLEGE"," SALARY"," PPG_LAST_SEASON"," APG_LAST_SEASON"," RPG_LAST_SEASON"," PER_LAST_SEASON"," PPG_CAREER"," APG_CAREER"," RGP_CAREER"," GP"," MPG"," FGM_FGA"," FGP"," THM_THA"," THP"," FTM_FTA"," FTP"," APG"," BLKPG"," STLPG"," TOPG"," PPG"
Atlanta Hawks,Jeremy Lin,8,http://www.espn.com/nba/player/_/id/4299,PG,30,190.5,90.5,Harvard,"13,766,421",18.0,4.0,0.0,15.97,12.0,4.5,2.9,406,26.6,4.1-9.4,.433,1.0-2.8,.350,2.9-3.6,.805,4.5,0.4,1.2,2.4,12.0
Atlanta Hawks,Miles Plumlee,6,http://www.espn.com/nba/player/_/id/6616,C,30,210.82,112.67,Duke,"12,500,000",4.3,4.1,0.5,10.67,4.9,4.6,0.8,328,16.7,2.2-4.1,.537,0.0-0.0,.000,0.6-1.0,.544,0.5,0.8,0.4,0.9,4.9
Atlanta Hawks,Alex Poythress,2,http://www.espn.com/nba/player/_/id/2991283,SF,25,205.74,106.33,Kentucky,"1,544,951",1.0,0.1,0.7,7.84,2.9,0.2,1.5,31,8.4,1.2-2.6,.450,0.3-1.0,.333,0.3-0.3,.800,0.2,0.1,0.2,0.2,2.9
Atlanta Hawks,Taurean Prince,2,http://www.espn.com/nba/player/_/id/2990962,SF,24,203.2,99.55,Baylor,"2,526,840",14.1,2.6,4.7,12.90,10.6,1.9,3.9,141,24.4,3.8-8.9,.420,1.5-4.0,.374,1.6-1.9,.825,1.9,0.5,0.9,1.8,10.6
Atlanta Hawks,Omari Spellman,0,http://www.espn.com/nba/player/_/id/4065836,PF,21,205.74,110.86,Villanova,"1,620,480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Hawks,Trae Young,0,http://www.espn.com/nba/player/_/id/4277905,PG,20,187.96,81.45,Oklahoma,"5,356,440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Hornets,Dwayne Bacon,1,http://www.espn.com/nba/player/_/id/3907821,SG,23,200.66,100.0,Florida State,"1,378,242",3.3,0.7,2.3,5.84,3.3,0.7,2.3,53,13.5,1.4-3.6,.375,0.2-0.8,.256,0.4-0.5,.800,0.7,0.0,0.3,0.4,3.3
Charlotte Hornets,Nicolas Batum,10,http://www.espn.com/nba/player/_/id/3416,SG,29,203.2,90.5,-,"24,000,000",11.6,5.5,4.8,14.45,12.1,3.8,5.3,692,31.6,4.3-9.9,.434,1.6-4.6,.355,1.9-2.2,.839,3.8,0.6,1.0,1.9,12.1
Charlotte Hornets,Bismack Biyombo,7,http://www.espn.com/nba/player/_/id/6427,C,26,205.74,115.38,-,"17,000,000",5.7,5.7,1.2,14.15,5.0,6.5,1.4,529,20.9,1.9-3.7,.513,0.0-0.0,.000,1.2-2.2,.566,0.5,1.4,0.3,0.9,5.0
Charlotte Hornets,Miles Bridges,0,http://www.espn.com/nba/player/_/id/4066383,SF,20,200.66,101.81,Michigan State,"3,206,640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Hornets,Joe Chealey,0,http://www.espn.com/nba/player/_/id/3058269,PG,22,190.5,85.97,Charleston,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Hornets,Devonte' Graham,0,http://www.espn.com/nba/player/_/id/3133601,PG,23,187.96,83.71,Kansas,"988,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Hornets,Willy Hernangomez,2,http://www.espn.com/nba/player/_/id/2999409,C,24,210.82,108.6,-,"1,544,951",5.1,3.8,0.3,21.20,6.9,5.7,0.4,120,15.2,2.8-5.2,.536,0.1-0.2,.333,1.3-1.8,.698,1.1,0.4,0.5,1.1,6.9
Charlotte Hornets,Frank Kaminsky,3,http://www.espn.com/nba/player/_/id/2579294,PF,25,213.36,109.5,Wisconsin,"3,627,842",11.1,3.6,0.2,14.42,10.0,4.1,0.4,235,23.4,3.6-8.7,.412,1.2-3.5,.347,1.6-2.1,.765,1.7,0.4,0.5,0.9,10.0
Charlotte Hornets,Michael Kidd-Gilchrist,6,http://www.espn.com/nba/player/_/id/6601,SF,25,200.66,104.98,Kentucky,"13,000,000",9.2,1.0,4.1,12.54,9.1,1.2,5.9,357,26.7,3.6-7.5,.477,0.0-0.1,.194,1.9-2.7,.707,1.2,0.7,0.7,1.0,9.1
Charlotte Hornets,Jeremy Lamb,6,http://www.espn.com/nba/player/_/id/6603,SG,26,195.58,83.71,Connecticut,"7,488,372",12.9,2.3,4.1,17.08,9.1,1.4,3.2,356,18.7,3.4-7.8,.445,0.9-2.7,.336,1.3-1.6,.837,1.4,0.3,0.6,0.8,9.1
Charlotte Hornets,J.P. Macura,0,http://www.espn.com/nba/player/_/id/3136483,SG,23,195.58,92.76,Xavier,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Hornets,Malik Monk,1,http://www.espn.com/nba/player/_/id/4066262,SG,20,190.5,90.5,Kentucky,"3,447,480",6.7,1.4,1.0,10.32,6.7,1.4,1.0,63,13.5,2.4-6.7,.360,1.3-3.9,.342,0.5-0.6,.842,1.4,0.1,0.3,0.8,6.7
Charlotte Hornets,Tony Parker,17,http://www.espn.com/nba/player/_/id/1015,PG,36,187.96,83.71,-,"5,000,000",7.7,3.5,1.7,12.80,15.8,5.7,2.8,1198,31.1,6.3-12.8,.492,0.4-1.3,.326,2.8-3.7,.752,5.7,0.1,0.9,2.3,15.8
Charlotte Hornets,Kemba Walker,7,http://www.espn.com/nba/player/_/id/6479,PG,28,185.42,83.26,Connecticut,"12,000,000",22.1,5.6,3.1,20.62,18.9,5.4,3.7,523,33.9,6.6-15.8,.415,2.0-5.5,.358,3.9-4.6,.834,5.4,0.4,1.3,2.1,18.9
Charlotte Hornets,Marvin Williams,13,http://www.espn.com/nba/player/_/id/2797,PF,32,205.74,107.24,North Carolina,"14,087,500",9.5,4.7,0.5,13.90,10.5,5.3,0.5,939,28.6,3.8-8.5,.444,0.9-2.5,.361,2.1-2.6,.808,1.3,0.5,0.8,1.0,10.5
Charlotte Hornets,Cody Zeller,5,http://www.espn.com/nba/player/_/id/2579258,PF,26,213.36,108.6,Indiana,"13,528,090",7.1,5.4,0.6,15.96,7.9,5.6,0.7,312,22.5,2.9-5.8,.504,0.0-0.1,.250,2.1-2.8,.732,1.3,0.7,0.7,1.0,7.9
Miami Heat,Bam Adebayo,1,http://www.espn.com/nba/player/_/id/4066261,C,21,208.28,115.38,Kentucky,"2,955,840",6.9,5.5,0.6,15.74,6.9,5.5,0.6,69,19.8,2.5-4.9,.512,0.0-0.1,.000,1.9-2.6,.721,1.5,0.6,0.5,1.0,6.9
Miami Heat,Goran Dragic,10,http://www.espn.com/nba/player/_/id/3423,PG,32,190.5,85.97,-,"18,109,175",17.3,4.8,4.1,16.64,13.7,4.8,3.1,722,28.0,5.1-10.8,.469,1.1-3.1,.364,2.5-3.2,.762,4.8,0.2,1.0,2.3,13.7
Miami Heat,Wayne Ellington,9,http://www.espn.com/nba/player/_/id/3981,SG,30,195.58,90.5,North Carolina,"6,270,000",11.2,1.0,2.8,12.54,8.0,1.1,2.2,592,21.0,2.9-7.2,.411,1.4-3.7,.381,0.7-0.8,.851,1.1,0.1,0.5,0.7,8.0
Miami Heat,Udonis Haslem,15,http://www.espn.com/nba/player/_/id/2184,PF,38,203.2,106.33,Florida,"1,512,601",0.6,0.7,0.1,1.80,7.7,6.8,0.3,844,25.4,3.1-6.3,.491,0.0-0.1,.093,1.5-1.9,.755,0.9,0.3,0.5,0.9,7.7
Miami Heat,James Johnson,9,http://www.espn.com/nba/player/_/id/3999,PF,31,203.2,108.6,Wake Forest,"14,651,700",10.8,4.9,0.7,15.82,8.0,3.6,0.9,547,20.7,3.2-6.6,.481,0.4-1.5,.299,1.2-1.8,.694,2.1,0.9,0.8,1.5,8.0
Miami Heat,Tyler Johnson,4,http://www.espn.com/nba/player/_/id/2530276,SG,26,193.04,85.97,Fresno State,"19,245,370",11.7,2.3,3.4,13.07,11.0,2.4,3.4,213,26.7,4.0-9.1,.439,1.2-3.3,.371,1.8-2.3,.777,2.4,0.5,0.9,1.2,11.0
Miami Heat,Derrick Jones Jr.,2,http://www.espn.com/nba/player/_/id/3936099,SF,21,200.66,90.5,UNLV,"1,512,601",3.1,0.5,1.9,10.10,4.4,0.4,2.3,52,15.2,1.7-3.3,.511,0.1-0.6,.207,0.9-1.3,.692,0.4,0.5,0.3,0.4,4.4
Miami Heat,Marcus Lee,0,http://www.espn.com/nba/player/_/id/3064508,F,24,208.28,101.81,California,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami Heat,Yante Maten,0,http://www.espn.com/nba/player/_/id/3136183,PF,22,203.2,108.6,Georgia,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami Heat,Rodney McGruder,2,http://www.espn.com/nba/player/_/id/2488826,SG,27,193.04,90.5,Kansas State,"1,544,951",5.1,0.9,1.8,12.07,6.1,1.5,3.0,96,23.6,2.4-5.6,.424,0.9-2.7,.345,0.5-0.8,.608,1.5,0.2,0.6,0.6,6.1
Miami Heat,Malik Newman,0,http://www.espn.com/nba/player/_/id/3907359,SG,21,190.5,85.97,Kansas,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami Heat,Kelly Olynyk,5,http://www.espn.com/nba/player/_/id/2489663,PF,27,213.36,108.6,Gonzaga,"12,537,527",11.5,5.7,0.5,17.82,9.9,4.9,0.5,354,21.3,3.7-7.7,.481,1.0-2.7,.371,1.4-1.9,.750,1.9,0.5,0.7,1.5,9.9
Miami Heat,Josh Richardson,3,http://www.espn.com/nba/player/_/id/2581190,SF,25,198.12,90.5,Tennessee,"9,367,200",12.9,2.9,3.5,13.60,10.3,2.4,3.0,186,29.1,3.9-9.0,.434,1.4-3.6,.376,1.2-1.5,.787,2.4,0.8,1.2,1.3,10.3
Miami Heat,Duncan Robinson,0,http://www.espn.com/nba/player/_/id/3157465,SF,24,203.2,95.02,Michigan,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami Heat,Dwyane Wade,15,http://www.espn.com/nba/player/_/id/1987,SG,36,193.04,99.55,Marquette,"1,512,601",11.4,3.4,3.8,15.09,22.5,5.5,4.7,982,34.5,8.2-17.0,.483,0.5-1.6,.287,5.6-7.4,.767,5.5,0.9,1.6,3.2,22.5
Miami Heat,Dion Waiters,6,http://www.espn.com/nba/player/_/id/6628,SG,26,193.04,97.29,Syracuse,"11,550,000",14.3,3.8,2.6,10.59,13.3,2.8,2.7,365,28.7,5.1-12.4,.412,1.2-3.6,.341,1.9-2.7,.701,2.8,0.3,1.0,1.9,13.3
Miami Heat,Hassan Whiteside,6,http://www.espn.com/nba/player/_/id/4262,C,29,213.36,119.91,Marshall,"25,434,262",14.0,11.4,1.7,24.18,13.6,11.4,2.4,271,26.8,5.6-9.8,.575,0.0-0.0,1.000,2.4-3.8,.627,0.5,2.4,0.6,1.6,13.6
Miami Heat,Justise Winslow,3,http://www.espn.com/nba/player/_/id/3135047,SF,22,200.66,101.81,Duke,"3,448,926",7.8,2.2,5.4,11.56,7.5,2.0,5.3,164,27.7,2.9-7.2,.410,0.5-1.7,.314,1.1-1.6,.653,2.0,0.4,0.9,1.3,7.5
Orlando Magic,Braian Angola-Rodas,0,http://www.espn.com/nba/player/_/id/4065658,G,24,198.12,88.24,Florida State,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando Magic,D.J. Augustin,10,http://www.espn.com/nba/player/_/id/3415,PG,30,182.88,82.81,Texas,"7,250,000",10.2,3.8,2.1,15.40,9.6,3.8,1.8,726,23.6,3.1-7.7,.407,1.3-3.3,.376,2.1-2.5,.863,3.8,0.0,0.6,1.5,9.6
Orlando Magic,Mohamed Bamba,0,http://www.espn.com/nba/player/_/id/4277919,C,20,213.36,100.0,Texas,"4,865,040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando Magic,Khem Birch,1,http://www.espn.com/nba/player/_/id/2578240,C,26,205.74,105.43,UNLV,"1,378,242",4.2,4.3,0.5,16.43,4.2,4.3,0.5,42,13.8,1.6-3.0,.540,0.0-0.0,.000,1.0-1.5,.689,0.8,0.5,0.4,0.5,4.2
Orlando Magic,Isaiah Briscoe,0,http://www.espn.com/nba/player/_/id/3936294,PG,22,190.5,97.29,Kentucky,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando Magic,Troy Caupain,0,http://www.espn.com/nba/player/_/id/3074743,PG,22,193.04,95.02,Cincinnati,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando Magic,Devin Davis,0,http://www.espn.com/nba/player/_/id/3078287,F,23,198.12,101.81,Houston,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando Magic,Evan Fournier,6,http://www.espn.com/nba/player/_/id/6588,SG,25,200.66,92.76,-,"17,000,000",17.8,2.9,3.2,15.61,13.1,2.3,2.7,376,27.2,4.7-10.5,.448,1.6-4.3,.379,2.1-2.7,.804,2.3,0.1,0.8,1.6,13.1
Orlando Magic,Melvin Frazier Jr.,0,http://www.espn.com/nba/player/_/id/3913546,SG,22,198.12,90.5,Tulane,"1,050,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando Magic,Aaron Gordon,4,http://www.espn.com/nba/player/_/id/3064290,PF,23,205.74,99.55,Arizona,"21,590,909",17.6,7.9,0.8,16.51,11.4,5.8,0.6,263,26.1,4.3-9.6,.451,0.9-3.0,.309,1.8-2.6,.698,1.7,0.6,0.8,1.1,11.4
Orlando Magic,Jerian Grant,3,http://www.espn.com/nba/player/_/id/2531047,PG,26,193.04,92.76,Notre Dame,"2,639,314",8.4,4.6,2.3,14.30,6.6,3.0,2.0,213,18.7,2.3-5.6,.411,0.6-2.0,.314,1.4-1.8,.784,3.0,0.1,0.8,1.0,6.6
Orlando Magic,Jonathan Isaac,1,http://www.espn.com/nba/player/_/id/4065654,PF,21,208.28,95.02,Florida State,"4,969,080",5.4,3.7,1.1,9.85,5.4,3.7,1.1,27,19.8,2.0-5.4,.379,0.6-1.7,.348,0.7-0.9,.760,0.7,1.1,1.2,1.0,5.4
Orlando Magic,Wesley Iwundu,1,http://www.espn.com/nba/player/_/id/3074797,SF,23,200.66,88.24,Kansas State,"1,378,242",3.7,0.9,2.2,7.83,3.7,0.9,2.2,62,16.5,1.5-3.5,.427,0.1-0.7,.196,0.5-0.8,.723,0.9,0.2,0.5,0.5,3.7
Orlando Magic,Amile Jefferson,0,http://www.espn.com/nba/player/_/id/2982249,PF,25,205.74,100.45,Duke,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando Magic,Jarell Martin,3,http://www.espn.com/nba/player/_/id/3064517,PF,24,208.28,108.14,LSU,"2,416,222",7.7,4.4,0.7,10.52,6.2,4.0,0.5,142,18.3,2.3-5.4,.436,0.3-0.9,.344,1.2-1.6,.763,0.7,0.5,0.5,0.9,6.2
Orlando Magic,Timofey Mozgov,8,http://www.espn.com/nba/player/_/id/4298,C,32,215.9,124.43,-,"16,000,000",4.2,3.2,0.4,12.32,6.8,4.9,0.8,454,18.0,2.7-5.1,.535,0.0-0.1,.190,1.3-1.8,.738,0.6,0.8,0.3,1.2,6.8
Orlando Magic,John Petrucelli,0,http://www.espn.com/nba/player/_/id/4396164,G,25,193.04,85.97,-,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando Magic,Terrence Ross,6,http://www.espn.com/nba/player/_/id/6619,SG,27,200.66,93.21,Washington,"10,500,000",8.7,1.6,3.0,9.96,9.6,1.0,2.6,411,23.8,3.6-8.6,.421,1.6-4.4,.371,0.7-0.9,.798,1.0,0.3,0.8,0.8,9.6
Orlando Magic,Jonathon Simmons,3,http://www.espn.com/nba/player/_/id/2579466,SF,29,198.12,88.24,Houston,"6,000,000",13.9,2.5,3.5,12.80,8.8,1.8,2.5,202,21.0,3.2-7.0,.459,0.6-1.7,.331,1.7-2.3,.759,1.8,0.2,0.6,1.4,8.8
Orlando Magic,Nikola Vucevic,7,http://www.espn.com/nba/player/_/id/6478,C,27,213.36,117.65,USC,"12,750,000",16.5,9.2,1.1,19.79,14.8,9.8,0.9,456,29.8,6.6-13.2,.499,0.2-0.7,.308,1.5-2.0,.729,2.2,0.9,0.8,1.7,14.8
Washington Wizards,Bradley Beal,6,http://www.espn.com/nba/player/_/id/6580,SG,25,195.58,93.67,Florida,"25,434,263",22.6,4.5,4.4,18.51,18.7,3.4,3.7,406,33.9,6.9-15.5,.446,2.1-5.4,.393,2.7-3.5,.794,3.4,0.3,1.1,2.0,18.7
Washington Wizards,Troy Brown Jr.,0,http://www.espn.com/nba/player/_/id/4278508,SF,19,200.66,97.29,Oregon,"2,749,080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Wizards,Thomas Bryant,1,http://www.espn.com/nba/player/_/id/3934723,C,21,210.82,112.22,Indiana,"1,378,242",1.5,1.1,0.1,9.89,1.5,1.1,0.1,15,4.8,0.5-1.4,.381,0.1-0.7,.100,0.3-0.6,.556,0.4,0.1,0.1,0.1,1.5
Washington Wizards,Jeff Green,10,http://www.espn.com/nba/player/_/id/3209,SF,32,205.74,106.33,Georgetown,"1,512,601",10.8,1.3,3.1,14.80,13.2,1.6,4.6,783,30.3,4.8-11.0,.438,1.0-2.9,.332,2.6-3.2,.799,1.6,0.5,0.7,1.5,13.2
Washington Wizards,Dwight Howard,14,http://www.espn.com/nba/player/_/id/2384,C,32,210.82,119.91,-,"5,337,000",16.6,12.5,1.6,20.56,17.4,12.7,2.0,1035,34.5,6.3-10.8,.583,0.0-0.1,.095,4.8-8.5,.566,1.5,2.0,0.9,2.9,17.4
Washington Wizards,Ian Mahinmi,10,http://www.espn.com/nba/player/_/id/2774,C,31,210.82,118.55,-,"15,944,154",4.8,4.1,0.5,12.25,5.1,4.3,0.7,546,16.6,1.9-3.6,.541,0.0-0.0,.000,1.3-2.1,.607,0.5,0.7,0.6,1.0,5.1
Washington Wizards,Jordan McRae,2,http://www.espn.com/nba/player/_/id/2531797,SG,27,195.58,81.0,Tennessee,Not signed,NA,NA,NA,NA,4.4,0.7,1.0,59,9.8,1.6-3.9,.404,0.5-1.2,.384,0.8-1.1,.774,0.7,0.1,0.2,0.5,4.4
Washington Wizards,Jodie Meeks,9,http://www.espn.com/nba/player/_/id/4003,SG,31,193.04,95.02,Kentucky,"3,454,500",6.3,0.9,1.6,12.44,9.3,1.1,2.1,531,22.6,3.1-7.4,.418,1.4-3.9,.372,1.7-1.9,.879,1.1,0.1,0.8,0.8,9.3
Washington Wizards,Markieff Morris,7,http://www.espn.com/nba/player/_/id/6461,PF,29,208.28,110.86,Kansas,"8,600,000",11.5,5.6,0.5,13.30,11.9,5.6,0.6,521,26.4,4.6-10.2,.451,0.7-2.1,.338,1.9-2.5,.778,1.7,0.6,0.9,1.7,11.9
Washington Wizards,Kelly Oubre Jr.,3,http://www.espn.com/nba/player/_/id/3133603,SF,22,200.66,92.76,Kansas,"3,208,630",11.8,1.2,4.5,11.99,7.6,0.7,3.4,223,20.2,2.7-6.5,.412,0.9-2.9,.322,1.3-1.7,.780,0.7,0.3,0.7,0.8,7.6
Washington Wizards,Otto Porter Jr.,5,http://www.espn.com/nba/player/_/id/2594922,SF,25,203.2,89.59,Georgetown,"26,011,913",14.7,2.0,6.4,18.37,10.5,1.4,4.9,343,26.4,4.1-8.4,.487,1.2-3.0,.404,1.1-1.4,.789,1.4,0.4,1.1,0.7,10.5
Washington Wizards,Austin Rivers,6,http://www.espn.com/nba/player/_/id/6617,PG,26,193.04,90.5,Duke,"12,650,000",15.1,4.0,2.4,12.60,9.4,2.4,2.0,408,24.3,3.5-8.4,.419,1.0-2.8,.355,1.4-2.1,.649,2.4,0.2,0.7,1.2,9.4
Washington Wizards,Devin Robinson,1,http://www.espn.com/nba/player/_/id/3137798,SF,23,203.2,90.5,Florida,Not signed,2.0,0.0,5.0,10.54,2.0,0.0,5.0,1,13.0,1.0-3.0,.333,0.0-0.0,.000,0.0-0.0,.000,0.0,0.0,1.0,0.0,2.0
Washington Wizards,Tomas Satoransky,2,http://www.espn.com/nba/player/_/id/6621,SG,26,200.66,95.02,-,"3,129,187",7.2,3.9,3.2,15.35,5.2,2.9,2.4,130,18.2,2.0-4.1,.493,0.4-1.1,.406,0.8-1.0,.760,2.9,0.2,0.6,0.9,5.2
Washington Wizards,Jason Smith,10,http://www.espn.com/nba/player/_/id/3232,PF,32,213.36,108.6,Colorado State,"5,450,000",3.4,1.6,0.4,8.88,6.2,3.4,0.7,596,16.5,2.6-5.5,.470,0.1-0.4,.332,0.9-1.1,.781,0.7,0.7,0.3,0.8,6.2
Washington Wizards,John Wall,8,http://www.espn.com/nba/player/_/id/4237,PG,28,193.04,95.02,Kentucky,"19,169,800",19.4,9.6,3.7,19.20,18.9,9.2,4.4,541,35.9,6.8-15.8,.432,0.9-2.8,.327,4.3-5.5,.786,9.2,0.7,1.7,3.8,18.9
Denver Nuggets,DeVaughn Akoon-Purcell,0,http://www.espn.com/nba/player/_/id/3138256,SG,25,198.12,90.5,Illinois State,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denver Nuggets,Will Barton,6,http://www.espn.com/nba/player/_/id/6579,SG,27,198.12,85.97,Memphis,"11,830,358",15.7,4.1,5.0,16.21,10.4,2.3,3.9,395,22.8,3.8-8.8,.434,1.0-2.9,.341,1.7-2.2,.790,2.3,0.4,0.7,1.3,10.4
Denver Nuggets,Malik Beasley,2,http://www.espn.com/nba/player/_/id/3907822,SG,21,195.58,88.24,Florida State,"1,773,840",3.2,0.5,1.1,9.03,3.3,0.5,1.0,84,8.9,1.3-3.0,.422,0.4-1.3,.336,0.4-0.5,.698,0.5,0.1,0.3,0.4,3.3
Denver Nuggets,Torrey Craig,1,http://www.espn.com/nba/player/_/id/2528693,SF,27,200.66,97.29,USC Upstate,"2,000,000",4.2,0.6,3.3,9.86,4.2,0.6,3.3,39,16.1,1.6-3.5,.453,0.4-1.5,.293,0.6-0.9,.629,0.6,0.4,0.3,0.5,4.2
Denver Nuggets,Gary Harris,4,http://www.espn.com/nba/player/_/id/2999547,SG,24,193.04,95.02,Michigan State,"16,517,857",17.5,2.9,2.6,16.60,12.3,2.1,2.5,255,28.4,4.6-9.9,.469,1.5-4.1,.371,1.5-1.9,.803,2.1,0.2,1.3,1.3,12.3
Denver Nuggets,Juan Hernangomez,2,http://www.espn.com/nba/player/_/id/4017839,PF,23,205.74,104.07,-,"2,166,360",3.3,2.2,0.1,9.74,4.4,2.8,0.2,87,12.9,1.5-3.4,.435,0.7-1.9,.368,0.8-1.0,.761,0.5,0.2,0.4,0.5,4.4
Denver Nuggets,Nikola Jokic,3,http://www.espn.com/nba/player/_/id/3112335,C,23,213.36,113.12,-,"24,605,181",18.5,10.7,0.8,24.52,14.9,9.1,0.7,228,27.2,5.7-10.8,.530,0.8-2.2,.366,2.7-3.2,.832,4.4,0.7,1.0,2.1,14.9
Denver Nuggets,Tyler Lydon,1,http://www.espn.com/nba/player/_/id/3934662,PF,22,208.28,101.81,Syracuse,"1,874,640",0.0,0.0,0.0,0.00,0.0,0.0,0.0,1,2.0,0.0-0.0,.000,0.0-0.0,.000,0.0-0.0,.000,0.0,0.0,0.0,0.0,0.0
Denver Nuggets,Trey Lyles,3,http://www.espn.com/nba/player/_/id/3136196,PF,22,208.28,105.88,Kentucky,"3,364,249",9.9,4.8,0.5,17.95,7.4,3.9,0.3,224,17.5,2.8-6.4,.435,0.9-2.5,.358,1.0-1.4,.707,1.0,0.3,0.4,0.8,7.4
Denver Nuggets,Paul Millsap,12,http://www.espn.com/nba/player/_/id/3015,PF,33,203.2,111.31,Louisiana Tech,"29,230,769",14.6,6.4,1.2,17.06,14.2,7.4,1.0,875,29.5,5.4-10.9,.491,0.4-1.3,.330,3.1-4.2,.734,2.3,1.0,1.3,1.8,14.2
Denver Nuggets,Monte Morris,1,http://www.espn.com/nba/player/_/id/3059310,PG,23,190.5,79.19,Iowa State,"1,349,383",3.3,2.3,0.7,27.14,3.3,2.3,0.7,3,8.3,1.3-2.0,.667,0.0-0.3,.000,0.7-0.7,1.000,2.3,0.0,1.0,0.3,3.3
Denver Nuggets,Jamal Murray,2,http://www.espn.com/nba/player/_/id/3936299,PG,21,193.04,93.67,Kentucky,"3,499,800",16.7,3.4,3.7,16.17,13.3,2.7,3.1,163,26.6,4.7-11.0,.432,1.7-4.8,.359,2.1-2.3,.898,2.7,0.3,0.8,1.7,13.3
Denver Nuggets,Mason Plumlee,5,http://www.espn.com/nba/player/_/id/2488653,PF,28,210.82,106.33,Duke,"12,917,808",7.1,5.4,1.1,17.00,8.6,6.3,1.0,389,22.3,3.3-5.9,.566,0.0-0.0,.000,1.9-3.4,.566,2.0,1.0,0.8,1.5,8.6
Denver Nuggets,Michael Porter Jr.,0,http://www.espn.com/nba/player/_/id/4278104,PF,20,208.28,95.02,Missouri,"2,894,160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denver Nuggets,Xavier Silas,2,http://www.espn.com/nba/player/_/id/6499,SG,30,195.58,89.59,Northern Illinois,Not signed,0.0,0.0,1.0,-4.87,2.8,0.8,1.5,4,11.5,1.0-4.5,.222,0.3-2.0,.125,0.5-0.8,.667,0.8,0.0,0.3,0.8,2.8
Denver Nuggets,Donald Sloan,5,http://www.espn.com/nba/player/_/id/4303,PG,30,190.5,92.76,Texas A&M,Not signed,NA,NA,NA,NA,5.5,3.0,2.1,218,17.2,2.1-5.0,.409,0.4-1.4,.310,0.9-1.2,.754,3.0,0.0,0.4,1.1,5.5
Denver Nuggets,Isaiah Thomas,7,http://www.espn.com/nba/player/_/id/6472,PG,29,175.26,83.71,Washington,"1,512,601",15.2,4.8,2.1,12.63,18.9,5.1,2.6,473,29.8,6.1-13.9,.439,1.9-5.4,.361,4.7-5.4,.877,5.1,0.1,0.9,2.4,18.9
Denver Nuggets,Jarred Vanderbilt,0,http://www.espn.com/nba/player/_/id/4278077,PF,19,205.74,96.83,Kentucky,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denver Nuggets,Thomas Welsh,0,http://www.espn.com/nba/player/_/id/3155536,C,22,213.36,115.38,UCLA,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minnesota Timberwolves,Keita Bates-Diop,0,http://www.espn.com/nba/player/_/id/3136779,SF,22,205.74,103.62,Ohio State,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minnesota Timberwolves,Jimmy Butler,7,http://www.espn.com/nba/player/_/id/6430,SG,29,203.2,104.98,Marquette,"20,445,779",22.2,4.9,5.3,23.70,16.4,3.4,4.9,458,32.8,5.3-11.8,.452,0.9-2.6,.339,4.8-5.8,.832,3.4,0.5,1.5,1.5,16.4
